"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"KBo 47.133 Rs. 2",664,"Bk.","jh.","(1144/u)","Ḫattarina:oik"
"KBo 47.133 Rs. 4",664,"Bk.","jh.","(1144/u)","Tameni[:oik"
"KBo 47.133 Rs. 5",664,"Bk.","jh.","(1144/u)","Kuliwišna:oik"
"KBo 47.133 Rs. 6",664,"Bk.","jh.","(1144/u)","Niniwa:cho"
"KBo 47.133 Vs. 5",664,"Bk.","jh.","(1144/u)","Šapinuwa:cho"
"KBo 47.141 Rs. 2",825,"Bk. D","jh.","(11/w)","Ana[:hyd, Ana[:oik"
"KBo 47.148 3'",832,"Bk.","mh.","(1893/u)","Zawa:oik"
"KBo 47.148 4'",832,"Bk.","mh.","(1893/u)","Maḫa[:oik"
"KBo 47.151 5'",791,"Bk.","jh.","(1246/v)","Kaška:cho"
"KBo 47.151 7'",791,"Bk.","jh.","(1246/v)","Kaška:cho"
"KBo 47.154 Rs. 6'",832,"Bk.","jh.","(1084/u)","Šalašḫa:oik"
"KBo 47.154 Vs. 12'",832,"Bk.","jh.","(1084/u)","Kat[:oik"
"KBo 47.166 Vs. 7'",832,"Bk. A","sjh.","(1165/u)","Na[:oik"
"KBo 47.184 Vs. 8'",787,"Bk.","sjh.","(2013/u)","Pin[:oik"
"KBo 47.184 Vs. 9'",787,"Bk.","sjh.","(2013/u)","Iku[:oik"
"KBo 47.193 4'",140,"---","mh.","(457/e)","Daḫaya:oro, Daḫaya:oik"
"KBo 47.193 6'",140,"---","mh.","(457/e)","Piška[:oik"
"KBo 47.213 Rs.? 7'",528,"Bk. A","sjh.","(129/x)","Ḫuwa[:oro, Ḫuwa[:oik"
"KBo 47.214 I 14'",500,"Bk.","jh.","(499/w)","Ḫa[:oro, Ḫa[:cho"
"KBo 47.214 I 23'",500,"Bk.","jh.","(499/w)","Ḫattuša:cho"
"KBo 47.219 Rs. 3'",706,"Bk. A","mh.","(560/b)","Ḫatti:cho"
"KBo 47.224 1'",582,"Bk. A","jh.","(113/x)","Azzi:cho"
"KBo 47.224 4'",582,"Bk. A","jh.","(113/x)","Azzi:cho"
"KBo 47.229 Vs. 6'",581,"Bk. D","mh.?","(345/w)","Zippalanda:oik"
"KBo 47.230 6",582,"Bk. D","sjh.","(459/w)","Mizri:cho"
"KBo 47.232 Vs. 1",582,"Bk. D","k.A.","(408/w)","Ḫatti:cho"
"KBo 47.232 Vs. 2",582,"Bk. D","k.A.","(408/w)","Arinna:cho"
"KBo 47.232 Vs. 3'",582,"Bk. D","k.A.","(408/w)","Karaḫna:cho"
"KBo 47.239 III 4'",584,"Bk. D","jh.","(391/w)","]man[:oik"
"KBo 47.242 Rs.? 2",604,"Bk. A","jh.","(528/b)","Ḫalap:cho"
"KBo 47.255 r. Kol. 3'",330,"Bk. A","mh.","(803/w)","Zippalanda:oik"
"KBo 47.255 r. Kol. 6'",330,"Bk. A","mh.","(803/w)","Kuliwišna:oik"
"KBo 47.256 11'",670,"Bk. N","jh.","(832/w)","Mala:hyd"
"KBo 47.258 2'",635,"Bk. A","jh.","(Bo 88/3)","Zippalanda:oik"
"KBo 47.259 I 10'",670,"Bk. A","jh.","(112/x)","Tuwanuwa:cho"
"KBo 47.259 I 11'",670,"Bk. A","jh.","(112/x)","Nenašša:oik"
"KBo 47.259 I 9",670,"Bk. A","jh.","(112/x)","Ḫupišna:cho"
"KBo 47.259 IV 2'",670,"Bk. A","jh.","(112/x)","Arinna:cho"
"KBo 47.262 Rs. 2'",670,"Bk. D","jh.","(348/w)","Ḫatti:cho"
"KBo 47.264 Vs.? 7'",739,"Bk. D","jh.","(390/w)","Ḫa[:oro, Ḫa[:cho"
"KBo 47.265 5'",628,"Bk. D","jh.","(478/w)","Kizzuwatna:cho"
"KBo 47.27 Rs. 23'",470,"Bk. C","mh.","(1326/v)","Ḫalap:cho, Ḫatti:cho"
"KBo 47.27 Rs. 24'",470,"Bk. C","mh.","(1326/v)","Uda:cho"
"KBo 47.27 Vs. 5",470,"Bk. C","mh.","(1326/v)","Ḫa[:oro, Ḫa[:cho"
"KBo 47.27 Vs. 8'",470,"Bk. C","mh.","(1326/v)","Ḫattuša:cho"
"KBo 47.273 7'",832,"Bk. N","jh.","(422/w)","Kala[:cho"
"KBo 47.296 II 1",832,"Bk. A","jh.","(127/x)","Ziwada:oik"
"KBo 47.314 2",283,"Bk. A","mh.?","(1495/u)","Kaška:cho"
"KBo 47.314 3",283,"Bk. A","mh.?","(1495/u)","Tašmaḫa:cho"
"KBo 47.314 4",283,"Bk. A","mh.?","(1495/u)","Malazziya:cho"
"KBo 47.314 5",283,"Bk. A","mh.?","(1495/u)","Ištištaḫa:cho"
"KBo 47.51 V 4",700,"Bk.","jh.","(1996/u)","Arinna:cho"
"KBo 47.52 3",500,"Bk. D","jh.","(157/w)","Arinna:cho"
"KBo 47.56 r. Kol. 4'",628,"Bk. H","jh.","(279/d)","Pipita:oik"
"KBo 47.57 Vs. 7'",570,"Bk.","jh.","(1031/u)","Karaḫna:cho"
"KBo 47.59 Vs. 1",582,"Bk. D","mh.?","(178/w)","Timi[:oik"
"KBo 47.59 Vs. 2",582,"Bk. D","mh.?","(178/w)","Kaputta:oik"
"KBo 47.59 Vs. 3",582,"Bk. D","mh.?","(178/w)","Karaḫna:cho"
"KBo 47.59 Vs. 4",582,"Bk. D","mh.?","(178/w)","Ḫirutta:oik"
"KBo 47.6 Rs. 4",277,"Bk.","jh.","(2011/u)","Arinna:cho"
"KBo 47.6 Rs. 5",277,"Bk.","jh.","(2011/u)","Ḫattuša:cho"
"KBo 47.68 2'",638,"Bk. M","mh.?","(1238/v)","Kašḫa:oik"
"KBo 47.68 4'",638,"Bk. M","mh.?","(1238/v)","Ḫanḫana:cho"
"KBo 47.68 5'",638,"Bk. M","mh.?","(1238/v)","Ḫanḫana:cho"
"KBo 47.69a IV 2'",628,"Bk. A","jh.","(313/b)","Manuziya:oro, Manuziya:oik"
"KBo 47.69b 10'",628,"Bk. A","jh.","(313/b)","Ḫalap:cho"
"KBo 47.69b 11'",628,"Bk. A","jh.","(313/b)","Manuziya:oro, Manuziya:oik"
"KBo 47.69b 5'",628,"Bk. A","jh.","(313/b)","Ḫalap:cho"
"KBo 47.69b 8'",628,"Bk. A","jh.","(313/b)","Ḫalap:cho"
"KBo 47.7 Vs. 15'",458,"Bk.","mh.","(1005/u)","Adaniya:cho"
"KBo 47.7 Vs. 17'",458,"Bk.","mh.","(1005/u)","Adaniya:cho"
"KBo 47.75 Rs. 5",647,"Bk.","jh.","(1187/u)","Zippalanda:oik"
"KBo 47.76 Rs. 11'",663,"Bk. M","jh.","(2012/u)","Karša[:oro"
"KBo 47.76 Rs. 15'",663,"Bk. M","jh.","(2012/u)","Daḫaya:oro, Daḫaya:oik"
"KBo 47.76 Rs. 3'",663,"Bk. M","jh.","(2012/u)","Kuwannaniya:hyd, Zuliya:hyd"
"KBo 47.76 Rs. 5",663,"Bk. M","jh.","(2012/u)","Talmakuwa:oro"
"KBo 47.76 Rs. 5'",663,"Bk. M","jh.","(2012/u)","Kuwannaniya:hyd, Maliya:hyd"
"KBo 47.76 Rs. 7'",663,"Bk. M","jh.","(2012/u)","Katapa:cho"
"KBo 47.76 Rs. 8",663,"Bk. M","jh.","(2012/u)","Ḫawari[:oik"
"KBo 47.76 Rs. 9'",663,"Bk. M","jh.","(2012/u)","Tiwatašša:oro, Zuliya:hyd"
"KBo 47.76 Vs. 11'",663,"Bk. M","jh.","(2012/u)","Kuwannaniya:hyd, Zuliya:hyd"
"KBo 47.76 Vs. 13'",663,"Bk. M","jh.","(2012/u)","Kuwannaniya:hyd, Zuliya:hyd"
"KBo 47.76 Vs. 14'",663,"Bk. M","jh.","(2012/u)","Karupaḫa:oik"
"KBo 47.76 Vs. 15'",663,"Bk. M","jh.","(2012/u)","Taru:oro, Zuliya:hyd"
"KBo 47.76 Vs. 17'",663,"Bk. M","jh.","(2012/u)","Ḫimmuwa:cho"
"KBo 47.76 Vs. 3'",663,"Bk. M","jh.","(2012/u)","Ziduḫana:hyd"
"KBo 47.76 Vs. 4'",663,"Bk. M","jh.","(2012/u)","Ḫaninkawa:oik"
"KBo 47.76 Vs. 5'",663,"Bk. M","jh.","(2012/u)","Daḫaya:oro, Daḫaya:oik"
"KBo 47.76 Vs. 6'",663,"Bk. M","jh.","(2012/u)","Ḫanzula:oro, Puškurunuwa:oro"
"KBo 47.76 Vs. 7'",663,"Bk. M","jh.","(2012/u)","Marašša:oik"
"KBo 47.76 Vs. 8'",663,"Bk. M","jh.","(2012/u)","Daḫaya:oro, Daḫaya:oik"
"KBo 47.76 Vs. 9'",663,"Bk. M","jh.","(2012/u)","Ḫa[:oro, Ḫa[:cho, Kattemarna:oik"
"KBo 47.77 Vs.? 7'",656,"Bk.","sjh.","(1289/v)","Ḫurri:cho"
"KBo 47.81 IV 11'",635,"Bk. A *","mh.","(228/r)","Kartapaḫa:oik"
"KBo 47.84 IV 17'",592,"Bk.","jh.","(1086/u)","Arinna:cho"
"KBo 47.91 Vs. 5'",670,"Bk. D","jh.","(312/w)","Ḫurma:cho"
"KBo 47.97 lk. Kol. 1'",683,"Bk. A","mh.?","(857/u)","Ḫatenzuwa:cho"
"KBo 47.97 r. Kol. 3'",683,"Bk. A","mh.?","(857/u)","Maraššanta:hyd"
"KBo 48.109 7'",528,"---","jh.","(1200/v)","Parduwata:oik"
"KBo 48.111 Vs.? 7'",500,"---","sjh.","(462/s)","Ḫatti:cho"
"KBo 48.115 5'",530,"---","jh.","(1172/v)","Ḫarga:oro"
"KBo 48.121 5'",615,"---","jh.","(449/w)","Ḫattarina:oik"
"KBo 48.14 II 15'",483,"Unterstadt","sjh.","(617/p)","Ḫatti:cho"
"KBo 48.149 Vs. 8'",670,"---","sjh.","(77/s)","Ḫatenzuwa:cho"
"KBo 48.162 3'",635,"---","jh.","(2019/l)","Daḫa:oro, Zippalanda:oik"
"KBo 48.182 3'",832,"Ḫattuša","jh.","(1163/u)","Puškurunuwa:oro"
"KBo 48.182 4'",832,"Ḫattuša","jh.","(1163/u)","Ḫulla:oro"
"KBo 48.197 Vs. 3'",832,"---","sjh.","(1203/v)","Ḫatti:cho"
"KBo 48.219 2'",832,"---","jh.","(414/q)","Ḫakmiš:cho"
"KBo 48.22 1'",572,"Unterstadt","sjh.","(130/h)","Aḫḫiyawa:cho"
"KBo 48.232 2'",832,"T.I *","jh.","(774/t)","Ḫatti:cho"
"KBo 48.232 5'",832,"T.I *","jh.","(774/t)","Ḫatti:cho"
"KBo 48.236 2'",832,"---","jh.","(131/x)","Atpa[:oro"
"KBo 48.236 3'",832,"---","jh.","(131/x)","Ḫakmiš:cho"
"KBo 48.25 Rs. 10'",562,"Unterstadt","jh.","(521/s)","Tatarma:oik"
"KBo 48.25 Rs. 11'",562,"Unterstadt","jh.","(521/s)","Pa[:oik"
"KBo 48.25 Rs. 7'",562,"Unterstadt","jh.","(521/s)","Ḫašpina:oik, Ziulila:oik"
"KBo 48.25 Rs. 8'",562,"Unterstadt","jh.","(521/s)","Ziulila:oik"
"KBo 48.25 Rs. 9'",562,"Unterstadt","jh.","(521/s)","Gapallunuwa:oro"
"KBo 48.25 Vs. 10'",562,"Unterstadt","jh.","(521/s)","Ḫatti:cho"
"KBo 48.254 6'",529,"Ḫattuša","sjh.","(702/t)","Nerik:hyd, Nerik:cho"
"KBo 48.255 2'",832,"---","jh.","(19/p)","Lawazantiya:oik"
"KBo 48.272 I 13'",580,"T.III","jh.","(Bo 86/604)","Kammama:cho, Watarušna:oik"
"KBo 48.272 I 15'",580,"T.III","jh.","(Bo 86/604)","Kummanni:cho"
"KBo 48.272 I 21'",580,"T.III","jh.","(Bo 86/604)","Kammama:cho"
"KBo 48.272 I 9'",580,"T.III","jh.","(Bo 86/604)","Mi[:cho, Alana:oik"
"KBo 48.274 Rs. lk. Rd.",582,"T.XXX","mh.","(Bo 87/170)","Uda:cho"
"KBo 48.276 Vs. 1",582,"T.XXX","mh.?","(Bo 87/132)","Šala:oik"
"KBo 48.276 Vs. 2",582,"T.XXX","mh.?","(Bo 87/132)","Pittiyarik:oik"
"KBo 48.286 Vs. 6'",670,"Oberstadt","jh.","(Bo 88/29)","Zippalanda:oik"
"KBo 48.35 Rs. 1",626,"Unterstadt","jh.","(132/s)","Zippašna:oik"
"KBo 48.35 Rs. 1'",626,"Unterstadt","jh.","(132/s)","Šuwa[:cho"
"KBo 48.35 Rs. 2",626,"Unterstadt","jh.","(132/s)","Ḫurra:oro"
"KBo 48.35 Vs. 2'",626,"Unterstadt","jh.","(132/s)","Nerik:hyd, Nerik:cho"
"KBo 48.35 Vs. 4'",626,"Unterstadt","jh.","(132/s)","Taḫurpa:oik"
"KBo 48.35 Vs. 5'",626,"Unterstadt","jh.","(132/s)","Nerik:hyd, Ḫattuša:cho, Nerik:cho"
"KBo 48.42 2'",670,"Unterstadt","jh.","(164/s)","Zippalanda:oik"
"KBo 48.53 Rs. 2'",670,"Unterstadt","jh.","(859/u)","Zin[:oro, Zin[:oik"
"KBo 48.53 Rs. 7'",670,"Unterstadt","jh.","(859/u)","Zin[:oro, Zin[:oik"
"KBo 48.70 r. Kol. 10'",832,"Unterstadt","jh.","(53/p)","Kaneš:cho"
"KBo 48.70 r. Kol. 6'",832,"Unterstadt","jh.","(53/p)","Kaneš:cho"
"KBo 48.71 12'",824,"Unterstadt","jh.","(158/o)","Lula:oro"
"KBo 48.71 7'",824,"Unterstadt","jh.","(158/o)","Ḫatenzuwa:cho"
"KBo 49.103 5'",530,"HaH","jh.","(117/t)","Kuwannaniya:hyd"
"KBo 49.104 lk. Kol. 3'",598,"HaH","sjh.","(119/t)","Arinna:cho"
"KBo 49.107 5'",832,"HaH","jh.","(126/t)","Ḫattuša:cho"
"KBo 49.108 Rs. 4'",670,"HaH","jh.","(129/t)","Zippalanda:oik"
"KBo 49.113 1'",616,"HaH","jh.","(152/t)","Maḫuliya:oro"
"KBo 49.115 3'",832,"HaH","jh.","(155/t)","Ḫarpiša:oik"
"KBo 49.12 2'",832,"HaH","jh.","(152/s)","Ḫaliputta:oik"
"KBo 49.120 4'",670,"HaH","jh.","(163/t)","Šamuḫa:cho"
"KBo 49.123 1'",670,"HaH","sjh.","(172/t)","Ḫatti:cho"
"KBo 49.123 4'",670,"HaH","sjh.","(172/t)","Ḫatti:cho"
"KBo 49.125 15'",500,"HaH","jh.","(177/t)","Tarḫuntašša:cho"
"KBo 49.125 6'",500,"HaH","jh.","(177/t)","Wannantiya:oro"
"KBo 49.125 7'",500,"HaH","jh.","(177/t)","Tarḫuntašša:cho"
"KBo 49.126 6'",656,"HaH","jh.","(179/t)","Kaneš:cho"
"KBo 49.132 4''",832,"HaH","jh.","(194/t)","Šamuḫa:cho"
"KBo 49.135 lk. Kol. 3'",670,"HaH","jh.","(199/t)","Arinna:cho"
"KBo 49.135 lk. Kol. 6'",670,"HaH","jh.","(199/t)","Ḫatra:cho"
"KBo 49.138 r. Kol. 5'",670,"HaH","jh.","(203/t)","Daḫa:oro"
"KBo 49.139 Vs. 6'",670,"HaH","sjh.","(204/t)","Arinna:cho"
"KBo 49.145 Rs. 5'",582,"HaH","sjh.","(221/t)","Ašiḫu:oik"
"KBo 49.149 4'",670,"HaH","jh.","(231/t)","Alulumiya:oik"
"KBo 49.154 1'",832,"HaH","jh.","(238/t)","Ka[:oro, Ka[:cho"
"KBo 49.157 I 2'",670,"HaH","mh.?","(244/t)","Ankuwa:cho"
"KBo 49.159 1'",832,"HaH","sjh.","(248/t)","Ḫakmiš:cho"
"KBo 49.161 Vs. 1",832,"HaH","jh.","(254/t)","Ammaliya:oro"
"KBo 49.18 3'",576,"HaH","jh.","(191/s)","Ḫatti:cho"
"KBo 49.186 Vs. 1'",656,"HaH","mh.?","(308/t)","Kaneš:cho"
"KBo 49.186 Vs. 5'",656,"HaH","mh.?","(308/t)","Kaneš:cho"
"KBo 49.186 Vs. 9'",656,"HaH","mh.?","(308/t)","Kaneš:cho"
"KBo 49.197 4'",670,"HaH","jh.","(358/t)","Tauriša:oik"
"KBo 49.201 4'",670,"HaH","jh.","(364/t)","Ištanuwa:oik"
"KBo 49.204 6'",670,"HaH","sjh.","(374/t)","Tianda:oro"
"KBo 49.206 2'",530,"HaH","jh.","(377/t)","Katapa:cho"
"KBo 49.206 7'",530,"HaH","jh.","(377/t)","Ḫattarina:oik"
"KBo 49.207 Vs.! 7'",572,"HaH","sjh.","(379/t)","Laruna:oik"
"KBo 49.207 Vs.! 8'",572,"HaH","sjh.","(379/t)","Laruna:oik"
"KBo 49.213 3'",832,"HaH","jh.","(401/t)","U[:hyd, U[:oik"
"KBo 49.213 5'",832,"HaH","jh.","(401/t)","Wa[:cho"
"KBo 49.225 2'",578,"HaH","sjh.","(432/t)","Šapinuwa:cho"
"KBo 49.233 Rs. 3'",831,"HaH","jh.","(448/t)","Zippalanda:oik"
"KBo 49.238 II 4'",634,"HaH","jh.","(468/t)","Ḫatti:cho"
"KBo 49.239 1'",670,"HaH","jh.","(471/t)","Nerik:hyd, Nerik:cho"
"KBo 49.251 1'",832,"HaH","jh.","(494/t)","Ḫattuša:cho"
"KBo 49.251 3'",832,"HaH","jh.","(494/t)","Ḫattuša:cho"
"KBo 49.256 2'",670,"HaH","jh.","(506/t)","Anunuwa:oik"
"KBo 49.256 3'",670,"HaH","jh.","(506/t)","Ankulla:oik"
"KBo 49.261 Rs. r. Kol. 10'",608,"HaH","jh.","(530/t)","Matilla:oik"
"KBo 49.261 Rs. r. Kol. 12'",608,"HaH","jh.","(530/t)","Matilla:oik"
"KBo 49.269 1'",670,"HaH","jh.","(552/t)","Nerik:hyd, Nerik:cho"
"KBo 49.290 2'",568,"HaH","jh.","(2001/f)","Puškurunuwa:oro"
"KBo 49.292 6'",530,"HaH","jh.","(713/t)","Ikušši[:oik"
"KBo 49.299 2'",670,"HaH","jh.","(741/t)","Zippalanda:oik"
"KBo 49.30 r. Kol. 6'",791,"HaH","mh.","(248/s)","Kuḫa[:oik"
"KBo 49.303 1'",528,"HaH","jh.","(750/t)","Ti[:oro, Ti[:cho"
"KBo 49.303 2'",528,"HaH","jh.","(750/t)","Aštata:cho"
"KBo 49.305 lk. Kol. 4'",593,"HaH","jh.","(755/t)","Tapala:oro"
"KBo 49.305 lk. Kol. 5'",593,"HaH","jh.","(755/t)","Tapala:oro"
"KBo 49.306 10'",594,"HaH","jh.","(756/t)","Ḫattuša:cho"
"KBo 49.308 Rs. 4'",528,"HaH","jh.","(759/t)","Ampuwana:oik"
"KBo 49.308 Vs. 11'",528,"HaH","jh.","(759/t)","Ḫante[:oik"
"KBo 49.316 Rs. 3'",594,"HaH","sjh.","(1338/v)","Tippuwa:oro, Tippuwa:oik"
"KBo 49.34 3'",831,"HaH","jh.","(282/s)","Tarikarimu:oro"
"KBo 49.36 Vs. 4'",370,"HaH","jh.","(286/s)","Ušša:cho"
"KBo 49.37 Vs. 10'",635,"HaH","jh.","(288/s)","Lazumiya:oik"
"KBo 49.37 Vs. 11'",635,"HaH","jh.","(288/s)","Adupara (?):oik"
"KBo 49.37 Vs. 12'",635,"HaH","jh.","(288/s)","Zizimpa:oik"
"KBo 49.37 Vs. 13'",635,"HaH","jh.","(288/s)","Taitanta:oik"
"KBo 49.37 Vs. 14'",635,"HaH","jh.","(288/s)","Ḫamaḫula:oik, Taḫaripa:oik"
"KBo 49.37 Vs. 15'",635,"HaH","jh.","(288/s)","Katapa:cho"
"KBo 49.37 Vs. 18'",635,"HaH","jh.","(288/s)","Zippalanda:oik"
"KBo 49.37 Vs. 3'",635,"HaH","jh.","(288/s)","Kupara:oik"
"KBo 49.37 Vs. 4'",635,"HaH","jh.","(288/s)","Šanita:oik"
"KBo 49.37 Vs. 5'",635,"HaH","jh.","(288/s)","Ḫašturiya:oik"
"KBo 49.37 Vs. 6'",635,"HaH","jh.","(288/s)","Gazgalpaduna:oik"
"KBo 49.37 Vs. 7'",635,"HaH","jh.","(288/s)","Pinpiniya:oik"
"KBo 49.37 Vs. 8'",635,"HaH","jh.","(288/s)","Zikkarpišna:oik"
"KBo 49.37 Vs. 9'",635,"HaH","jh.","(288/s)","Kašparuna:oik"
"KBo 49.38 6'",215,"HaH","jh.","(296/s)","Nerik:hyd, Nerik:cho"
"KBo 49.48 3'",670,"HaH","jh.","(505/s)","Kaneš:cho"
"KBo 49.5 5'",625,"HaH","jh.","(51/s)","Arinna:cho"
"KBo 49.5 9'",625,"HaH","jh.","(51/s)","Arinna:cho"
"KBo 49.50 7'",678,"HaH","jh.","(512/s)","Zippalanda:oik"
"KBo 49.54 9'",591,"HaH","jh.","(531/s)","Kaneš:cho"
"KBo 49.57 V 8",669,"HaH","sjh.","(544/s)","Kartapaḫa:oik"
"KBo 49.57 V 9",669,"HaH","sjh.","(544/s)","Katapa:cho"
"KBo 49.78 Vs. 4'",832,"HaH","sjh.","(50/t)","Ar[:oro, Ar[:cho"
"KBo 49.80 1'",670,"HaH","jh.","(55/t)","Arinna:cho"
"KBo 49.80 4'",670,"HaH","jh.","(55/t)","Arinna:cho"
"KBo 49.89 V 5'",611,"HaH","jh.","(81/t)","Nerik:hyd, Nerik:cho"
"KBo 49.9 Rs.? lk. Kol. 4'",635,"HaH","jh.","(96/s)","Ḫatti:cho"
"KBo 49.90 lk. Kol. 2'",670,"HaH","jh.","(82/t)","Nerik:hyd, Nerik:cho"
"KBo 5.1 I 1",476,"Ḫattuša","jh.","(Bo 2001)","Kummanni:cho"
"KBo 5.1 IV 42",476,"Ḫattuša","jh.","(Bo 2001)","Kummanni:cho"
"KBo 5.11 I 22",263,"---","jh.","(1344/v)","Luwiya:cho"
"KBo 5.11 I 3",263,"---","jh.","(1344/v)","Neša:oik"
"KBo 5.12 IV 4'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.13 I 11'",68,"T.I *","jh.","(Bo 2064)","Ḫattuša:cho"
"KBo 5.13 I 14'",68,"T.I *","jh.","(Bo 2064)","Ḫattuša:cho"
"KBo 5.13 I 26'",68,"T.I *","jh.","(Bo 2064)","Mira:cho"
"KBo 5.13 I 27'",68,"T.I *","jh.","(Bo 2064)","Kuwaliya:cho"
"KBo 5.13 I 29'",68,"T.I *","jh.","(Bo 2064)","Maddunašša:oik"
"KBo 5.13 I 30'",68,"T.I *","jh.","(Bo 2064)","Wiyanawanta:oik"
"KBo 5.13 I 31'",68,"T.I *","jh.","(Bo 2064)","Aura:oik"
"KBo 5.13 I 32'",68,"T.I *","jh.","(Bo 2064)","Aštarpa:hyd, Kuwaliya:cho"
"KBo 5.13 I 33'",68,"T.I *","jh.","(Bo 2064)","Aštarpa:hyd, Šiyanda:hyd, Šiyanda:cho"
"KBo 5.13 I 38'",68,"T.I *","jh.","(Bo 2064)","Šiyanda:hyd, Šiyanda:cho"
"KBo 5.13 I 9'",68,"T.I *","jh.","(Bo 2064)","Maša:cho"
"KBo 5.13 II 26'",68,"T.I *","jh.","(Bo 2064)","Ḫatti:cho"
"KBo 5.13 III 24",68,"T.I *","jh.","(Bo 2064)","Arzawa:cho"
"KBo 5.2 I 2",471,"Bk. E *","jh.","(Bo 2005)","Kizzuwatna:cho"
"KBo 5.2 I 32",471,"Bk. E *","jh.","(Bo 2005)","Ḫurri:cho"
"KBo 5.2 II 21",471,"Bk. E *","jh.","(Bo 2005)","Ḫurri:cho"
"KBo 5.2 III 38",471,"Bk. E *","jh.","(Bo 2005)","Ḫurri:cho"
"KBo 5.2 III 53",471,"Bk. E *","jh.","(Bo 2005)","Ḫurri:cho"
"KBo 5.3 I 1",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 I 4",42,"T.I","jh.","(455/u)","Ḫayaša:cho, Ḫattuša:cho"
"KBo 5.3 I 41",42,"T.I","jh.","(455/u)","Arinna:cho, Ḫatti:cho"
"KBo 5.3 I 42",42,"T.I","jh.","(455/u)","Arinna:cho, Ḫalap:cho, Zippalanda:oik"
"KBo 5.3 I 43",42,"T.I","jh.","(455/u)","Nerik:hyd, Ḫiššašḫapa:cho, Nerik:cho, Šapinuwa:cho, Šaḫpina:oik"
"KBo 5.3 I 44",42,"T.I","jh.","(455/u)","Kizzuwatna:cho, Uda:cho"
"KBo 5.3 I 45",42,"T.I","jh.","(455/u)","Šarišša:oro, Ḫurma:cho, Šamuḫa:cho, Pittiyarik:oik, Šarišša:oik"
"KBo 5.3 I 46",42,"T.I","jh.","(455/u)","Liḫzina:oro, ]na:oik, Ḫulašša:oik, Liḫzina:oik"
"KBo 5.3 I 47",42,"T.I","jh.","(455/u)","Kizzuwatna:cho, Uda:cho"
"KBo 5.3 I 48",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 I 49",42,"T.I","jh.","(455/u)","Karaḫna:cho"
"KBo 5.3 I 50",42,"T.I","jh.","(455/u)","Niniwa:cho, Ḫattarina:oik"
"KBo 5.3 I 52",42,"T.I","jh.","(455/u)","Arziya:cho, Illaya:oik"
"KBo 5.3 I 53",42,"T.I","jh.","(455/u)","Ḫupišna:cho"
"KBo 5.3 I 54",42,"T.I","jh.","(455/u)","Šamuḫa:cho"
"KBo 5.3 I 55",42,"T.I","jh.","(455/u)","Ankuwa:cho, Katapa:cho, Taḫurpa:oik"
"KBo 5.3 I 56",42,"T.I","jh.","(455/u)","Dunna:cho"
"KBo 5.3 I 57",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 I 6",42,"T.I","jh.","(455/u)","Ḫayaša:cho, Ḫatti:cho"
"KBo 5.3 II 32",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 III 28'",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 III 31'",42,"T.I","jh.","(455/u)","Ḫattuša:cho"
"KBo 5.3 III 34'",42,"T.I","jh.","(455/u)","Ḫattuša:cho"
"KBo 5.3 III 59'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 III 60' + KUB 40.35 III 60'",42,"T.I","jh.","(455/u)","Ḫattuša:cho"
"KBo 5.3 III 62'",42,"T.I","jh.","(455/u)","Azzi:cho"
"KBo 5.3 III 66'",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 III 67'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 III 68'",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 III 69'",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 IV 14'",42,"T.I","jh.","(455/u)","Ḫayaša:cho, Ḫatti:cho"
"KBo 5.3 IV 25'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 IV 26'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 IV 27'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 IV 28'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.3 IV 30'",42,"T.I","jh.","(455/u)","Ḫatti:cho"
"KBo 5.3 IV 42'",42,"T.I","jh.","(455/u)","Ḫayaša:cho"
"KBo 5.4 Rs. 1",67,"T.I *","jh.","(Bo 2037)","Ḫapalla:cho"
"KBo 5.4 Rs. 25",67,"T.I *","jh.","(Bo 2037)","Ḫattuša:cho"
"KBo 5.4 Rs. 36",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Rs. 39",67,"T.I *","jh.","(Bo 2037)","Arzawa:cho"
"KBo 5.4 Rs. 43",67,"T.I *","jh.","(Bo 2037)","Ḫatti:cho"
"KBo 5.4 Rs. 50",67,"T.I *","jh.","(Bo 2037)","Arzawa:cho"
